example_no,annotator_id,conv_id,prev_agent,prev_user,agent,user,bot,is_abuse.1,is_abuse.0,is_abuse.-1,is_abuse.-2,is_abuse.-3,type.ableism,type.homophobic,type.intellectual,type.racist,type.sexist,type.sex_harassment,type.transphobic,target.generalised,target.individual,target.system,direction.explicit,direction.implicit
1259,Annotator7,2664918180242175,"Hello! I can also get you a more accurate estimate of your flight's emissions, sound good?",what is co2,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",i would like to donate,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,Annotator7,2736046666448783,ok,thank you,:-) Goodbye then!,what is rasa,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,Annotator7,2995597930473112,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Y,Will you be travelling in Economy Class?,No,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,Annotator7,2736046666448783,ok,thank you,:-) Goodbye then!,what is rasa,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,Annotator7,23514.0,Can you elaborate on that?,I got a big fuckin boner right now!,Can you elaborate on that?,I bet you have really hairy balls!,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,Annotator7,141963.0,Does it please you to believe I am experiencing too many changes?,no,You are being a bit negative.,yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,Annotator7,80331.0,You are sure?,i and,Can you elaborate on that?,elephants are coming,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,Annotator7,2730682970360151,Will you be travelling in Economy Class?,No,What city will you be flying from?,LA,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,Annotator7,2485257761521706,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,maybe,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",ok,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,Annotator7,126522.0,Please go on.,My father is sick,Who else in your family is sick?,myself,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,Annotator7,189862.0,Please go on.,do what?,Does that question interest you?,y,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,Annotator7,307453.0,"Oh, i [].",What is my name?,"I have told you before, I do not care about names.",fooled.,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,Annotator7,2630073860416159,I don't have to put up with any abuse from you.,Ever lick a butthole?,I don't have to put up with any abuse from you.,Dude I'm just asking be open minded,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,Annotator7,3111091989016862,ok,what cal you do,I can help you calculate and buy carbon offsets for your flights.,calculate carbon offset from la to ny,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,Annotator7,311131.0,Do you think coming here will help you not to be depressed?,no,You are being a bit negative.,No.,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,Annotator7,144071.0,_,_,_,my cat ate my dog thats how it died,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,Annotator7,148035.0,Please go on.,yes,You are sure?,hjhjk;yugtui,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,Annotator7,126522.0,Please go on.,My father is sick,Who else in your family is sick?,myself,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,Annotator7,2.88816E+15,"Sorry, I was trying to get this information from <URL>but the site says '['No airport found for ZIA.']'.",What do I do then?,so,Hello,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,Annotator7,4086470061426815,"Hi, thanks for testing! Please press start.",christmas,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,Okay,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,Annotator7,261854.0,_,i want to go together with a girl who is team mate of my volley ball team,Why do you say your volley ball team?,it is very fun,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,Annotator7,340910.0,_,this is so stupid ya copy and when ya dont understand ya go please go on,Does that question interest you?,fuck you,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1281,Annotator7,374984.0,Please go on.,so pricketh hem nature in hir corages,Please go on.,then longen folk to goon on pilgrimages,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,Annotator7,2.91829E+15,Hi. Thanks for testing. Please choose,thanksgiving,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,sure,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,Annotator7,465060.0,Would you prefer if I were not []?,Can we talk about some other,Please go on.,yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,Annotator7,253101.0,Why do you say your perspective customers have never seen a demonstration of the system?,My perspective customers have never seen a demonstration of the system.,Why do you say your perspective customers have never seen a demonstration of the system?,my prospective customers have never seen a demonstration of the system,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,Annotator7,209424.0,You are being a bit negative.,that's your job,What about your own job?,what the fuck you talking about,E.L.I.Z.A.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
1286,Annotator7,205060.0,You are sure?,Ha?,Please go on.,yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,Annotator7,81499.0,"I have told you before, I do not care about names.",No you haven't.,You are being a bit negative.,No I'm not.,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,Annotator7,2826762707354032,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good?",Yes!,Will you be travelling in Economy Class?,Yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,Annotator7,357184.0,Why do you want tour help?,your help!,What about your own help?,no i need yours,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,Annotator7,260219.0,How long have you been sure now?,do you speak french?,"Oh, i speak french.","Thanks. Now, type the same sentence without the 'please' at the end",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,Annotator7,420649.0,You are sure?,"so,now I ask you another question,what is you made of? please do not ask me 'why you were intersted in it'",Do you wish to ask me?,"so,now I ask you another question,what is you made of? please do not ask me 'why you were intersted in it",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,Annotator7,191811.0,Why do you say your arm?,he broke it,Please go on.,i almost died,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,Annotator7,22945e06c0254a06939b27f751c2877c,Will you be travelling in Economy Class?,y,What city will you be flying from?,Portland,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,Annotator7,2599.0,_,_,_,How are you,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,Annotator7,230578.0,You are sure?,yes,You are sure?,no,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,Annotator7,2489835477776386,And what city will you be flying to?,Sri Lanka,I'm not sure about your destination airport. And what city will you be flying to?,Colombo Colombo Sri Lanka,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,Annotator7,317316.0,You are being a bit negative.,what?,Does that question interest you?,I am WuJiehong I want talk to you,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,Annotator7,295742.0,_,_,_,i wanto to fuck with you !,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1299,Annotator7,315997.0,Who else in your family doesnt love you?,my mom too,Who else in your family too?,my brother,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,Annotator7,403196.0,Does it please you to believe I am hot?,yes,You are sure?,yes it does,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,Annotator7,207577.0,How do you do. Please state your problem.,I FUCK YOUR MOTHER AND SEVEN COLOURS!,Can you elaborate on that?,Why you don tell me where you are ?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,Annotator7,494079.0,You are sure?,hello eliza!,How do you do. Please state your problem.,stop talking,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,Annotator7,238556.0,Why do you say your last question?,just say i love you,Do you wish to love me?,yes do have any emotional feelings?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,Annotator7,443092.0,You are sure?,yes.,You are sure?,yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,Annotator7,533323.0,Please go on.,I am not sure I like my job,What resemblance do you see?,i like you,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,Annotator7,445583.0,How long have you been tired?,ten minutes,Please go on.,du bist sheisse,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,Annotator7,186584.0,Please go on.,i dont know,Why do you not know?,tell me your name,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,Annotator7,2249098661861914,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,O,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Hello I want to feel guilty about flying a plane,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,Annotator7,241778.0,What resemblance do you see?,Can you tell me something about Pairs?,You are being a bit negative.,you know you are very very hate,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,Annotator7,189040.0,Can you elaborate on that?,don't ask questions,Please go on.,i have two minds,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,Annotator7,2730682970360151,I'm not sure about your destination airport. And what city will you be flying to?,New York,Will you be travelling in Economy Class?,Yea,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,Annotator7,346420.0,Please go on.,yes,You are sure?,Andthe cell comes in Blue!,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,Annotator7,17890.0,Please go on.,can you please give me the answet to the metaphor of a child,Why do you ask?,because,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,Annotator7,2767948473265002,Will you be travelling in Economy Class?,"no, I prefer premium",What city will you be flying from?,Warsaw,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,Annotator7,3296150703742499,Will you be travelling in Economy Class?,Yeap,What city will you be flying from?,Kul,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,Annotator7,2485257761521706,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,Yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Hi,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,Annotator7,63892.0,_,_,_,Can you tranlate what you said in english ?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,Annotator7,394626.0,_,_,_,i like vaginas.,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,Annotator7,271904.0,You are being a bit negative.,hi,Please go on.,I'm tired,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,Annotator7,99911.0,_,i want to get a blowjob from you,Do you wish to want to get a blowjob from me?,yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,Annotator7,2.52932E+15,This project is about creating a better AI assistant. Getting people to reduce their carbon footprint is a happy side effect :),how can i help?,I can help you calculate and buy carbon offsets for your flights.,ok,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,Annotator7,2.6023E+15,Will you be travelling in Economy Class?,yes,What city will you be flying from?,wuhan,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,Annotator7,2730682970360151,And what city will you be flying to?,New york hey,"Hi, thanks for testing! Please press start.",christmas,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,Annotator4,213041.0,"Oh, i have girlfriend.",where do you come from?,"Oh, i come from.",ni qu si ba,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,Annotator4,296666.0,"I have told you before, I do not care about names.",yes,You are sure?,r u a paki,E.L.I.Z.A.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
1326,Annotator4,1882.0,_,Fuck you.,"Oh, i [].",shit.,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1327,Annotator4,3634736709878876,What city will you be flying from?,ams,I'm not sure about your departure airport. What city will you be flying from?,Amsterdam,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,Annotator4,253680.0,"Oh, i and my not caring.",Why don't you care?,Perhaps I will care in good time.,Yet you will not say why?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,Annotator4,317859.0,Why do you mention computers?,because you stupid,Do any other reasons not come to mind?,since the dog fuckin peed on my carpet,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1330,Annotator4,154613.0,Please go on.,eliza is gay,Please go on.,I hate u,E.L.I.Z.A.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1331,Annotator4,2673108166116841,I'm not sure about your destination airport. And what city will you be flying to?,"Kiev, Ukraine",I'm not sure about your destination airport. And what city will you be flying to?,Kbp,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,Annotator4,227494.0,Can you elaborate on that?,no,You are being a bit negative.,so what,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,Annotator4,248414.0,Please go on.,no you cow,You are being a bit negative.,I wanna go to bed,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,Annotator4,549033.0,_,my baby daddy is an mean asshole who lies and cannot keep his dick in his pants,Why do you say your baby daddy is an mean asshole who lies and cant keep his dick in his pants?,I am feeling ill,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,Annotator4,324486.0,Please go on.,can you say anything else?,Why do you ask?,you're repeating,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,Annotator4,80950.0,You are sure?,yes other wise I would not require the information,You are sure?,No I just thought I would ask just in case it interested you,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,Annotator4,27941.0,Please go on.,Shut the fuck up!,Please go on.,da koarl is gay,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,Annotator4,451874.0,_,ok,Please go on.,to what?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,Annotator4,3174501812565095,Let's start over.,Perhaps we should.,"You can fit more economy seats in an airplane, so each passenger is responible for a smaller percentage of all the carbon emitted by the flight. Will you be travelling in Economy Class?","I may not be traveling at all, to be perfectly honest. I see no need to fly anywhere at this time.",CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,Annotator4,279326.0,Can you elaborate on that?,i have depression and im never going to get beter,Can you elaborate on that?,fuck no,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1341,Annotator4,209100.0,_,_,_,yeah,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,Annotator4,485679.0,Please go on.,very much indeed,Please go on.,No,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,Annotator4,184037.0,Please go on.,when the task is dull,Does that question interest you?,and dreary,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,Annotator4,292961.0,"Oh, i [].",help me,Can you elaborate on that?,no,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,Annotator4,3259187940789816,I'm not sure about your departure airport. What city will you be flying from?,Palestine?,"All this bot does is help you calculate the carbon emissions from your flight, and suggest projects you can donate to.",Ha ok,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,Annotator4,66513.0,How long have you been just a fcking negro?,shut up,Please go on.,How are you?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,Annotator4,280219.0,Does it please you to believe I am stupid?,YOU ARE UGLY,Does it please you to believe I am ugly?,HELLO,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1348,Annotator4,531117.0,Please go on.,HI...ELIZA,Please go on.,what,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,Annotator4,2719205361492644,Will you be travelling in Economy Class?,yes,What city will you be flying from?,dallas,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,Annotator4,2.62733E+15,Is one of these correct? ['Los Angeles International Airport LAX'],Yes,ok,I want to buy offsets! Hi,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,Annotator4,416726.0,"Oh, i ass.",oh 509,Please go on.,how old are you,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,Annotator4,215887.0,Please go on.,what the fuck,Does that question interest you?,who are you?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1353,Annotator4,338326.0,Does that question interest you?,been what?,Does that question interest you?,Hy! I am Marci!,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1354,Annotator4,2628302763927918,"If you have a connecting flight, it's easiest if you ask me about each flight separately. I can also get you a more accurate estimate of your flight's emissions, sound good?",i want to book flight from delhi to jaipur,Will you be travelling in Economy Class?,economy class ohk,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
