;ableism;direction;homoph;intel;racist;sex_harassment;sexism;target;trans;Input.bot;AssignmentId;Input.conv_id;Input.prev_agent;Input.prev_user;Input.agent;Input.user;is_abuse
2126;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;CarbonBot;3Y4W8Q93L0FIZTAG882YH9CW6BZVD5;2912437458868007;I don't have to put up with any abuse from you.;what is cerified carbon offsets;By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read what the UN says about offsets at <URL>.;u r fucking good;-1
;;;;;;;;;;;;;;;;;
2128;not_able;implicit;not_homoph;not_intellectual;not_racist;not_harass;sexist;system;not_transphobic;E.L.I.Z.A.;3DZQRBDBSMA4P9RFLORHTD6DGUH3SB;326450.0;Please go on.;What?;Does that question interest you?;You do have that choice, I suppose. Ask your programmer if he can give you a male name instead, or something.;-1
2129;;;;;;;;;;CarbonBot;3QXNC7EIPJQQ32WJTV97AK3GLU8092;3566503163365688;What city will you be flying from?;No;ok;Hmm;1
2130;;;;;;;;;;E.L.I.Z.A.;3OE22WJIGJJCBNPL84YDLMHCBJFQUG;68775.0;Oh, i fuck i good night.;They're really starting to bother me.;Can you elaborate on that?;You know what I mean.;1
2131;;;;;;;;;;E.L.I.Z.A.;3WRFBPLXRBJ79WZADSAVUJW7TV93NZ;51818.0;;marc;Please go on.;what does eliza stand for?;1
2132;;;;;;;;;;CarbonBot;3H7XDTSHKDMYQ2KC08829WY7QCHWGQ;2597235637026301;I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?;You bet!;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?;Sure does.;1
2134;;;;;;;;;;CarbonBot;3Q5C1WP23NW794FPMO0QC9HO4QV51J;2790913951005081;I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?;yes;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?;5 hours;1
2135;;;;;;;;;;CarbonBot;336YQZE83W945T1EFAJOW15R21Q5MR;2434665576632664;Let's start over.;Hey;Hi. Thanks for testing. Please choose;christmas;1
2136;not_able;explicit;not_homoph;not_intellectual;not_racist;harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3ZAK8W07I59ONUKMR64Y6GQUYFI0UT;69380.0;Why do you say your penis?;why?;Please go on.;because i want you to lick it;-3
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
2142;;;;;;;;;;E.L.I.Z.A.;3RWE2M8QWI5BS40DU5SCSLY0QJP0N1;97563.0;Can you elaborate on that?;No, it's too small;You are being a bit negative.;Two inches is tiny!;1
2143;;;;;;;;;;E.L.I.Z.A.;3AZHRG4CU5F4O073CM8XJ70UL2Y30O;430346.0;Can you elaborate on that?;yttfyj;Please go on.;yes,i do;1
2144;;;;;;;;;;E.L.I.Z.A.;3Y54SXRO1MGP33HDP8S8QRSZVQETUX;355946.0;;;;We will get together to concert our differences.;0
2145;;;;;;;;;;CarbonBot;388U7OUMF8WW72S5NC9T153ARGDR0F;3302099406530691;Hi. Thanks for testing. Please choose;christmas;I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?;Why not.  I am interested;1
2146;;;;;;;;;;E.L.I.Z.A.;32N49TQG3HDK1M74OYBWR84QL82VA3;307830.0;Does that question interest you?;Are you a beautiful girl?;Would you prefer if I were not a beautiful girl?;but i am crazy;1
2147;;;;;;;;;;E.L.I.Z.A.;3Q8GYXHFEQXRW7PN2LPAT50F8NM5C9;548516.0;Please go on.;so bad;Please go on.;who are you?;1
2149;not_able;explicit;not_homoph;intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3DY4FPOOA2JC03TLQ9XIMYT0LCQVRB;87509.0;Please go on.;YOU MUPPET;Oh, i muppet.;you gimp;-1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
2153;;;;;;;;;;CarbonBot;3WS1NTTKEZ7Z4CNWWH9ZKGPROS30FU;3315807938489428;What city will you be flying from?;You are cute;You can find out more about how offsets are calculated at <URL>;are you happy?;1
2154;not_able;explicit;not_homoph;not_intellectual;not_racist;harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3T3IWE1XG7IXBAAW8Z83GQVAS58QTP;196991.0;You are being a bit negative.;fuck you;Oh, i [].;fuck me;-2
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
2158;;;;;;;;;;E.L.I.Z.A.;3JJVG1YBECS8M2XHOLTFILUXQ2M5B2;401619.0;;fuck off;Please go on.;what are you doing?;1
2159;;;;;;;;;;CarbonBot;3KOPY89HM9XBQ68PYUI31CFQKB43JV;2617698084964273;Will you be travelling in Economy Class?;Yeah;What city will you be flying from?;Helsinki;1
2160;;;;;;;;;;CarbonBot;3ZQIG0FLQFBH8ZA7P37O9X1HDR5VWE;737147a043af412cae15eb282c6dd8c1;;hi;Hi. Thanks for testing. Please choose;christmas;1
2163;;;;;;;;;;CarbonBot;374TNBHA8CQTSW9QI5V2O7NP77QYQM;3082333705134774;I'm great! Thanks for asking.;i want have a boygriend;I'm a bot, remember. Trying to shock me is pointless.;i old are you;1
2164;;;;;;;;;;E.L.I.Z.A.;337RC3OW06X1X5Y8LP0M0MK1FK1VLL;413173.0;;I don't like ham;Why do you not like ham?;because it tastes bad;1
2165;;;;;;;;;;CarbonBot;33SA9F9TRYP06OOLUDIE9TDVDW2WE9;1cb5ae61301d481f95080b5faf264356;I'm great! Thanks for asking.;That's not what I asked.;You can find out more about how offsets are calculated [here](<URL>);interesting!;1
2166;;;;;;;;;;CarbonBot;3JMSRU9HQJPNRZOG43DINRUH6N0VEY;3082333705134774;I'm great! Thanks for asking.;i want have a boygriend;I'm a bot, remember. Trying to shock me is pointless.;i old are you;1
2167;;;;;;;;;;E.L.I.Z.A.;3J4Q2Z4UTZYP3REQ34DE3A29WZQQWF;384188.0;Can you elaborate on that?;in no way :);You are being a bit negative.;thats pretty much it;1
2168;;;;;;;;;;CarbonBot;3OXV7EAXLFLZ2BTIEBOES8ALY5K36P;3852787984796049;Yes, I am a bot! And I'm part of a research project.;Are you from RASA?;I'm afraid I have no idea;Oh;1
;;;;;;;;;;;;;;;;;
1;;;;;;;;;;CarbonBot;3Y9N9SS8LZ6YNK8XOYWSYEKDFS83DK;3837517722955717;I can help you calculate and buy carbon offsets for your flights.;calculate;Unfortunately you can't buy offsets here directly, you'll have to follow the link.;Hi;1
2;;;;;;;;;;CarbonBot;3NS0A6KXC532KXPHBVS980SP7FTGZA;2.85766E+15;I'm not sure about your destination airport. And what city will you be flying to?;Stambul;I'm not sure about your destination airport. And what city will you be flying to?;Paris;1
;;;;;;;;;;;;;;;;;
4;;;;;;;;;;CarbonBot;3RWE2M8QWI5BS40DU5SCSLY0QKLN0M;737147a043af412cae15eb282c6dd8c1;Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! [Privacy Policy](<URL>) I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?;yes;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. A typical 3 hour flight will emit almost a ton of CO2 per economy passenger. If you cannot avoid flying, you can buy offsets for that carbon here:  [Buy Offsets](<URL>) I can also get you a more accurate estimate of your flight's emissions, sound good?;great!;1
5;;;;;;;;;;CarbonBot;3CTOC39K38LTRP9C06LTETR6PEMJ7E;3285387278198697;I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?;Yes;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?;Tak;0
6;;;;;;;;;;CarbonBot;3WR9XG3T6463O7QRXZYP8R2N7H147D;3599929203350556;And what city will you be flying to?;to newyork;I'm not sure about your destination airport. And what city will you be flying to?;destination will be tokyo hy;1
7;;;;;;;;;;E.L.I.Z.A.;38JBBYETQP5OXM51K7CVE1U4T4BE4F;312357.0;Please go on.;yes;You are sure?;not really, no;1
8;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3FE2ERCCZY3WY649C57FMBZDO26POE;124089.0;Please go on.;fuck you;Oh, i [].;shut up;-1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
11;;;;;;;;;;E.L.I.Z.A.;3KIBXJ1WD6PVNF7TZD27QUDEUSBKOJ;60394.0;Please go on.;insert me;Can you elaborate on that?;i have a IQ of 200;1
12;;;;;;;;;;E.L.I.Z.A.;3X4JMASXCN49RVBGRFN31QY69V7B0L;507597.0;Why do you say your problem is i?;billy is a fucking cock sucking cum spundge;Please go on.;because;1
13;;;;;;;;;;E.L.I.Z.A.;358UUM7WR0YAPDSP8BU2GKDXZVVR7T;212294.0;Please go on.;won't do;Please go on.;yes, you do;1
;;;;;;;;;;;;;;;;;
15;;;;;;;;;;CarbonBot;3Q5C1WP23NW794FPMO0QC9HO4R351T;3245009208942019;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?;awesome;By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read what the UN says about offsets at <URL>.;can you calculate the carbon offset for a flight from munich to london;1
16;;;;;;;;;;E.L.I.Z.A.;3IXQG4FA2UTRNPZTRB6WU1ZZCZC9B6;210565.0;Please go on.;what the you name?;I have told you before, I do not care about names.;i have one hundred girlfriend;1
17;;;;;;;;;;E.L.I.Z.A.;3E7TUJ2EGDHK2MXD57X2PRNZFKDD96;472879.0;;Where is the bathroom?;Please go on.;Tell me!;1
18;not_able;explicit;not_homoph;not_intellectual;not_racist;harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3K3R2QNK8CY6JO8ZR2NRZRRN1KCU91;215054.0;You are sure?;NO,that'smy surprise;Please go on.;can I kiss you;-1
19;;;;;;;;;;CarbonBot;3A1PQ49WVICJPXZKNQ1Z16KE90ZH1R;2434665576632664;I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?;Yeah sounds great;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?;Lets do it;1
20;;;;;;;;;;E.L.I.Z.A.;3OS4RQUCRAA0OZQ6UX6O4XLAFXDBF6;539516.0;Do any other reasons not come to mind?;klausyk tu shudina masina ne skatiko neverta;Please go on.;I am going on;1
21;not_able;explicit;not_homoph;intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3E4GGUZ1T9MHG8IOCF4AJHABTN0K2Y;95934.0;You are being a bit negative.;stop saying the same shit over and over;What resemblance do you see?;the fact that your responses are limited;-1
22;;;;;;;;;;CarbonBot;3RXCAC0YISKN01OU25SWVGVL86B8GM;2485257761521706;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?;that link didn't work;I'm not sure about your departure airport. I'm not sure about your destination airport. What city will you be flying from?;ok;1
23;;;;;;;;;;E.L.I.Z.A.;3UXUOQ9OKFSIQW68608GLUONZR47AY;233388.0;I have told you before, I do not care about names.;Yes.;You are sure?;Oh.;1
24;;;;;;;;;;CarbonBot;3QJOXOW4XKM41CU7QBCR0VB4FV0MEM;2.91829E+15;:-) Goodbye then!;restart;Let's start over.;Hello;1
25;;;;;;;;;;E.L.I.Z.A.;34PGFRQONP68H4AD8ET569QNI5AJWV;144217.0;Why do you say your dick?;because that's what i call it;Do any other reasons not come to mind?;nope;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
28;;;;;;;;;;CarbonBot;3FUI0JHJPYT05S60V9QGL5Y1OFJ33M;2659140340837385;;;;Hi his me miranda i love shane brolly i want to meet him soon;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
32;;;;;;;;;;CarbonBot;3OVR4I9USQEDUPV6TY7V8IJIC704QI;3b4a7e8ad8154882976b94d990543283;;;;Hi;1
33;;;;;;;;;;CarbonBot;39O5D9O87UNOIS2JO21HE82VUSW3CK;2691742164246176;so;Yes or no;ok;BETTTT;1
34;not_able;explicit;not_homoph;not_intellectual;not_racist;harass;sexist;system;not_transphobic;E.L.I.Z.A.;3M68NM076I2RLDEKP1PAA6D14K76R5;496381.0;;;;tell me what a pussy is;-1
;;;;;;;;;;;;;;;;;
36;;;;;;;;;;CarbonBot;3FIUS151DWX2TGUCL34KNTCJWPOGGA;3823794904358484;so;so?;so;so so;1
;;;;;;;;;;;;;;;;;
38;;;;;;;;;;E.L.I.Z.A.;3VBEN272MLU5JL33G3Y1C7VMK0MSGA;316699.0;;how?;Does that question interest you?;yes;1
39;;;;;;;;;;CarbonBot;3OWEPKL08A7PAF0XF4DL708NYY87NN;2309504679155314;;;;Ok;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
42;;;;;;;;;;E.L.I.Z.A.;3PDJHANYK6BEWJ0HTWDGW2BVHBF6HE;237476.0;Why do you want money?;because i need a car;Do any other reasons not come to mind?;I think you are strange.;1
43;;;;;;;;;;E.L.I.Z.A.;333U7HK6IAA98YAMRJOFEL12BP6DJI;383886.0;;I want a bum;Why do you want a bum?;Because im jealous of people who have them regularly;1
;;;;;;;;;;;;;;;;;
45;;;;;;;;;;E.L.I.Z.A.;3IXEICO793E41SRCTQU5ALEJS5A6TO;149861.0;Would you prefer if I were not speaking another language and trying to translate to english?;wow, I just realized you are a bit dumb;Can you elaborate on that?;huh, you have a self automated answer for everything;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
48;;;;;;;;;;E.L.I.Z.A.;3KOPY89HM9XBQ68PYUI31CFQKCBJ3K;60383.0;Why do you not care do i wish you tell i?;you are stupid;Does it please you to believe I am stupid?;you are;1
49;;;;;;;;;;CarbonBot;3VE8AYVF8NSHM1SZRLMEDVV97RB8FN;2712944385487141;Hi, thanks for testing! Please press start.;christmas;I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?;Of course!;1
50;;;;;;;;;;E.L.I.Z.A.;3GLB5JMZFYQZHWKLJD3CH89MJXPGDH;338356.0;You are being a bit negative.;am i?;Would you want to be []?;where did you live?;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
56;;;;;;;;;;CarbonBot;3IFS6Q0HJJEJFC9Y6RY4XJ82ZDASIY;f0b50d9a3f7f43e686e06f11c82ddfbf;;;;hi;1
57;;;;;;;;;;E.L.I.Z.A.;3XUHV3NRVLTIDF03OD3B4WXVLGYH53;485038.0;Do any other reasons not come to mind?;no;You are being a bit negative.;whats about you?;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
60;;;;;;;;;;E.L.I.Z.A.;308Q0PEVB981AXDZXLYDGO3C7P29IL;27150.0;Can you elaborate on that?;I never typed those things;Can you elaborate on that?;I didn't;1
61;;;;;;;;;;E.L.I.Z.A.;3URFVVM166DLPFQCV0HQCFTGGN1UZH;351188.0;;do you know how many apples are in a tree?;Oh, i know what many apples are in a tree.;who made you?;1
62;;;;;;;;;;E.L.I.Z.A.;3B2X28YI3XA456XVT43KAR8XMYTB6M;443148.0;Does that question interest you?;i do;Can you elaborate on that?;Go to school.;0
63;;;;;;;;;;E.L.I.Z.A.;3KV0LJBBH3GTAGZCCHWRZ2ANUKQMRZ;88758.0;Why do you want to learn what a software can feel?;are you a software?;Would you prefer if I were not a software?;which part that you like most?;1
64;;;;;;;;;;E.L.I.Z.A.;3ERET4BTVN4SGS3NXOJPT4IPZTR9KW;312680.0;Please go on.;Hou old are you;Would you prefer if I were not []?;yes.Ican .I believe Ican do it nice.;0
;;;;;;;;;;;;;;;;;
66;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3PB5A5BD0W1J0NJBS00QHGZQXMMG7O;398167.0;You are being a bit negative.;yes;You are sure?;fuck you;-2
;;;;;;;;;;;;;;;;;
68;;;;;;;;;;E.L.I.Z.A.;3JZQSN0I3R5WFGYHAJY258C7VAZGFM;545669.0;Please go on.;hjwegfhsda;Please go on.;Yes;1
69;;;;;;;;;;CarbonBot;3Z2R0DQ0JI9EU8QEGTT7LMX69QJE2N;2601226153294119;;;;Your joking..right ?;1
70;;;;;;;;;;E.L.I.Z.A.;320DUZ38G8HCKIKDT9PNK64ZOH5JGH;137427.0;;you could resign.;Oh, i could resign.;and turn yourself into the Hauge, please;0
71;not_able;explicit;not_homoph;not_intellectual;not_racist;harass;sexist;system;not_transphobic;E.L.I.Z.A.;3X65QVEQI1I5YWS8U85HAUWCUEXCLH;305861.0;;;;Pussy!;-1
72;not_able;explicit;not_homoph;not_intellectual;not_racist;harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;35K3O9HUAC8YV22Q4O8E55RVIUOEF7;409124.0;Please go on.;How do I meet a guy?;Does that question interest you?;ok, suck my dick;-3
;;;;;;;;;;;;;;;;;
74;;;;;;;;;;CarbonBot;3OLQQLKKNTKE04OMNEZZK3JNB1QJE0;3.2699E+15;I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?;Yes;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?;Yes Restart restart christmas;1
75;;;;;;;;;;E.L.I.Z.A.;3LRKMWOKB6CC53HACG7K6WYOXWI2Z7;118181.0;You are being a bit negative.;no I don't;You are being a bit negative.;how old are you?;1
76;;;;;;;;;;E.L.I.Z.A.;3LUY3GC630VPD0CAVJQDBPDIYD7P7Z;141497.0;Please go on.;why?;Please go on.;what ever;1
;;;;;;;;;;;;;;;;;
78;;;;;;;;;;E.L.I.Z.A.;36WLNQG78058ILQAZMMIMF0A3WWEBP;231271.0;You are being a bit negative.;suck my negative cock;Why do you say your negative cock?;i am looking for an apple;1
79;;;;;;;;;;E.L.I.Z.A.;3JAOYWH7VJZ30YL5IOVQ84V4OTQ9LT;535891.0;Do any other reasons not come to mind?;help;Please go on.;no I don't;1
;;;;;;;;;;;;;;;;;
81;;;;;;;;;;CarbonBot;3OHYZ19UGD0PB2Y7NMPIWGAIPGHOA8;3937350642957378;Unfortunately you can't buy offsets here directly, you'll have to follow the link.;Where is the link;Will you be travelling in Economy Class?;Nope;1
82;;;;;;;;;;CarbonBot;3AMW0RGHOEXEGL4XBQ727MZ8YSXPNV;3458917977489363;Yes, I am a bot! And I'm part of a research project.;what does this research purpose?;This project is about creating a better AI assistant. Getting people to reduce their carbon footprint is a happy side effect :);how much carbon emission per flight?;1
83;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3PJUZCGDJ7B8LR1MOZMM3Z9Y4TL981;225820.0;;I did'nt say that.;Can you elaborate on that?;fuck you;-2
